dist,npc_hp,npc_stamina,npc_current_action,player_hp,player_stamina,player_action,new_action
274,0.76,0.3,5,0.48,0.0,0,6
117,0.61,0.57,1,0.48,0.61,4,1
69,0.78,0.05,3,0.14,0.71,2,0
161,0.85,0.83,6,0.9,0.68,0,7
91,0.13,0.22,6,0.02,0.51,4,0
204,0.94,0.48,0,0.24,0.52,0,1
27,0.23,0.78,6,0.22,0.78,2,7
95,0.35,0.79,5,0.66,0.47,2,6
55,0.49,0.5,0,0.4,0.81,1,4
75,0.74,0.6,3,0.45,0.42,6,1
68,0.24,0.98,5,0.15,0.12,4,6
49,0.5,0.39,1,0.13,0.1,6,4
200,0.33,0.21,5,0.2,0.43,2,6
53,0.33,0.6,3,0.67,0.81,2,5
37,0.21,0.11,0,0.86,0.09,7,3
176,0.78,0.6,1,0.51,0.87,6,1
111,0.92,0.52,5,0.77,0.45,2,6
33,0.68,0.09,0,0.56,0.91,2,3
217,0.96,0.11,6,0.53,0.39,8,0
180,0.52,0.13,6,0.69,0.16,8,0
38,0.12,0.32,1,0.26,0.52,0,4
63,0.15,0.48,1,0.84,0.36,5,1
45,0.95,0.37,5,0.34,0.71,8,4
214,0.66,0.46,6,0.75,0.53,3,7
45,0.19,0.68,5,0.87,0.56,5,5
140,0.45,0.13,6,0.33,0.82,0,0
67,0.86,0.95,0,0.41,0.92,5,1
195,0.53,0.47,6,0.36,0.67,6,7
62,0.33,0.42,5,0.68,0.8,0,5
33,0.78,0.73,3,0.38,0.5,2,5
68,0.59,0.36,0,0.61,0.27,1,1
177,0.76,0.28,0,0.47,0.25,8,1
78,0.4,0.42,6,0.58,0.89,5,7
56,0.66,0.4,6,0.66,0.45,8,7
44,0.35,0.92,6,0.24,0.84,8,7
278,0.17,0.74,1,0.48,0.02,8,1
26,0.85,0.76,5,0.77,0.18,3,5
39,0.38,0.91,6,0.25,0.43,1,7
110,0.26,0.19,3,0.7,0.85,7,0
100,0.28,0.86,3,0.2,0.3,1,1
45,0.23,0.41,6,0.46,0.51,4,7
110,0.47,0.05,1,0.6,0.08,5,0
82,0.63,0.61,0,0.63,0.09,6,1
36,0.4,0.91,6,0.22,0.71,5,7
79,0.56,0.09,6,0.52,0.75,1,0
80,0.65,0.41,6,0.09,0.82,5,7
103,0.58,0.62,5,0.73,0.68,2,6
71,0.32,0.83,5,0.37,0.62,6,1
200,0.91,0.63,0,0.76,0.85,7,1
73,0.34,0.94,5,0.62,0.15,7,6
47,0.16,0.3,5,0.93,0.64,2,6
157,0.23,0.27,6,0.86,0.71,3,0
40,0.4,0.44,5,0.38,0.15,3,5
40,0.05,0.46,0,0.4,0.59,7,0
172,0.09,0.22,5,0.5,0.02,4,6
227,0.09,0.32,5,0.43,0.46,8,1
44,0.33,0.65,3,0.44,0.99,3,4
228,0.16,0.75,6,0.8,0.78,3,7
97,0.47,0.81,5,0.52,0.59,5,6
121,0.08,0.65,5,0.81,0.76,1,6
163,0.06,0.53,3,0.82,0.94,3,1
38,0.85,0.14,6,0.29,0.29,3,0
121,0.08,0.86,1,0.01,0.33,1,1
96,0.79,0.54,5,0.58,0.67,6,1
253,0.67,0.42,0,0.15,0.39,8,1
86,0.37,0.0,3,0.09,0.72,7,0
83,0.76,0.37,0,0.93,0.47,3,1
166,0.92,0.62,3,0.55,0.85,8,1
163,0.27,0.64,1,0.19,0.42,1,1
175,0.6,0.39,3,0.92,0.88,3,1
72,0.19,0.65,0,0.68,0.13,4,1
157,0.7,0.79,5,0.5,0.46,8,1
202,0.55,0.77,1,0.58,0.48,8,1
46,0.4,0.4,6,0.09,0.93,1,7
43,0.46,0.2,1,0.69,0.26,2,3
229,1.0,0.29,6,0.34,0.52,8,0
159,0.06,0.5,1,0.26,0.28,4,1
139,0.91,0.92,1,0.13,0.12,3,1
195,0.03,0.21,6,0.38,0.84,2,0
181,0.83,0.94,3,0.3,0.6,0,1
47,0.94,0.89,3,0.68,0.19,0,5
31,0.43,0.48,0,0.88,0.63,2,4
27,0.48,0.66,6,0.79,0.18,4,0
25,0.08,0.34,0,0.43,0.93,1,4
159,0.29,0.58,1,0.68,0.57,1,1
173,0.07,0.84,0,0.17,0.64,1,1
238,0.73,0.63,6,0.46,0.45,3,7
39,0.25,0.21,3,0.63,0.31,4,3
265,0.41,0.53,6,0.79,0.21,8,0
77,0.9,0.46,1,0.21,0.32,1,1
202,0.89,0.42,1,0.07,0.94,3,1
182,0.72,0.09,1,0.12,0.27,6,1
39,0.13,0.82,6,0.54,0.42,0,7
44,0.15,0.09,1,0.35,0.84,3,0
68,0.44,0.26,1,0.62,0.47,0,0
103,0.2,0.15,5,0.57,0.78,4,6
255,0.81,0.02,1,0.84,0.28,4,0
43,0.07,0.25,3,0.68,0.76,3,0
22,0.37,0.03,3,0.6,0.8,6,4
103,0.86,0.06,5,0.77,0.41,5,6
125,0.71,0.97,3,0.33,0.02,4,1
51,0.39,0.56,6,0.38,0.27,1,0
106,0.05,0.18,3,0.33,0.3,5,0
100,0.3,0.34,3,0.76,0.93,3,1
167,0.91,0.43,3,0.54,0.17,1,1
151,0.19,0.55,5,0.98,0.77,3,6
52,0.21,0.47,5,0.18,0.28,0,6
68,0.6,0.82,3,0.35,0.13,4,1
101,0.13,0.88,6,0.97,0.82,3,7
68,0.65,0.46,0,0.17,0.54,3,1
74,0.59,0.51,5,0.53,0.88,5,6
118,0.32,0.42,3,0.22,0.44,1,1
112,0.88,0.73,5,0.08,0.59,1,6
40,0.26,0.87,0,0.55,0.82,3,4
136,0.26,0.34,0,0.88,0.97,6,1
214,0.67,0.72,0,0.26,0.62,5,1
83,0.81,0.19,6,0.92,0.62,3,0
60,0.67,0.56,0,0.51,0.78,8,4
122,0.44,0.17,0,0.09,0.6,1,0
157,0.92,0.92,0,0.29,0.31,1,1
184,0.16,0.86,5,0.32,0.1,5,6
58,0.63,0.24,0,0.51,0.84,1,3
105,0.51,0.48,6,0.63,0.09,4,0
75,0.67,0.85,1,0.52,0.04,7,1
49,0.28,0.4,0,0.41,0.74,4,3
150,0.93,0.13,0,0.15,0.11,7,0
95,0.54,0.16,6,0.36,0.76,5,0
114,0.66,0.05,5,0.44,0.21,2,6
83,0.98,0.85,0,0.48,0.99,2,1
123,0.72,0.83,0,0.83,0.41,2,1
215,0.59,0.69,5,0.14,0.51,2,6
53,0.92,0.75,5,0.46,0.12,1,5
133,0.22,0.71,5,0.96,0.09,5,6
23,0.47,0.68,6,0.05,0.43,7,7
42,0.56,0.22,0,0.86,0.5,0,3
147,1.0,0.4,5,0.3,0.68,2,6
5,0.55,0.68,0,1.0,0.6,2,4
188,0.05,0.82,5,0.09,0.1,1,6
281,0.45,0.75,0,0.98,0.73,4,1
73,0.5,0.33,3,0.31,0.45,4,1
21,0.04,0.78,5,0.63,0.13,0,6
98,0.39,0.84,1,0.2,0.94,2,1
106,0.02,0.93,3,0.42,0.07,6,1
45,0.44,0.98,1,0.76,0.4,5,2
156,0.36,0.23,3,0.42,0.05,1,0
78,0.3,0.87,1,0.85,0.25,1,1
113,0.33,0.79,0,0.31,0.18,6,1
81,0.05,0.25,1,0.25,0.5,5,0
172,0.21,0.77,6,0.33,0.57,2,7
7,0.66,0.85,1,0.61,0.38,2,0
130,0.49,0.68,5,0.1,0.35,8,1
20,0.72,0.83,5,0.79,0.47,1,6
215,0.04,0.04,0,0.96,0.51,8,1
124,0.31,0.88,6,0.5,0.26,0,0
75,0.41,0.42,0,0.69,0.42,5,1
36,0.99,0.41,1,0.06,0.85,4,3
39,0.18,0.48,0,0.19,0.74,5,2
203,0.87,0.41,0,0.29,0.63,8,1
218,0.29,0.07,3,0.86,0.94,6,1
227,0.84,0.62,3,0.37,0.63,4,1
150,0.71,0.05,0,0.65,0.19,4,0
179,0.22,0.43,5,0.55,0.53,8,1
94,0.17,0.8,6,0.54,0.95,1,7
48,0.11,0.71,3,0.6,0.82,1,5
69,0.48,0.74,6,0.73,0.04,0,0
96,0.09,0.15,3,0.4,0.54,6,1
25,0.86,0.75,6,0.27,0.49,0,7
176,0.77,0.59,5,0.79,0.02,0,6
262,0.31,0.18,6,0.09,0.75,0,0
181,0.43,0.73,5,0.65,0.72,3,6
84,0.04,0.39,6,0.7,0.2,1,0
40,0.03,0.15,0,0.28,0.78,8,4
37,0.26,0.45,3,0.49,0.53,8,4
133,0.93,0.07,0,0.92,0.76,5,0
50,0.8,0.85,1,0.74,0.03,8,4
139,0.76,0.15,1,0.19,0.07,5,0
100,0.44,0.93,6,0.96,0.69,3,7
62,0.46,0.37,1,0.9,0.03,4,1
58,0.8,0.03,5,0.02,0.17,5,5
273,0.58,0.94,0,0.15,0.62,8,1
206,0.2,0.18,0,0.73,0.42,1,0
70,0.05,0.54,5,0.79,0.21,3,6
180,0.85,0.97,0,0.44,0.36,0,1
37,0.7,0.4,0,0.84,0.95,1,4
265,0.76,0.09,6,0.16,0.33,2,0
94,0.39,0.32,0,0.18,0.62,5,1
28,0.25,0.6,3,0.92,0.23,2,5
216,0.7,0.56,3,0.89,0.0,2,1
123,0.74,0.67,6,0.95,0.93,1,7
184,0.66,0.5,1,0.37,0.21,1,1
73,0.48,0.21,0,0.39,0.54,5,0
200,0.56,0.77,0,1.0,0.91,7,1
222,0.04,0.78,1,0.22,0.54,5,1
39,0.89,0.7,3,0.54,0.11,8,4
152,0.31,0.4,5,0.73,0.79,6,1
62,0.69,0.83,5,0.55,0.65,6,1
42,0.21,0.29,0,0.03,0.22,1,3
102,0.35,0.93,6,0.02,0.65,0,7
44,0.59,0.01,5,0.55,0.31,8,4
133,0.08,0.06,3,0.99,0.01,0,0
102,0.46,0.23,3,0.63,0.54,2,0
205,0.94,0.59,3,0.32,0.77,3,1
27,0.24,0.75,5,0.94,0.16,1,5
83,0.88,0.94,6,0.03,0.63,3,7
74,0.57,0.41,5,0.04,0.38,3,6
133,0.61,0.07,3,0.6,0.85,8,1
100,0.15,0.08,5,0.65,0.57,0,6
45,0.79,0.99,0,0.02,0.5,2,0
197,0.59,0.18,1,0.57,0.77,3,0
122,0.03,0.65,3,0.34,0.96,8,1
23,0.47,0.79,1,0.2,0.42,5,2
91,0.67,0.1,3,0.57,0.5,8,1
101,0.82,0.99,5,0.36,0.3,8,1
144,0.88,0.01,1,0.43,0.21,6,1
237,0.28,0.07,6,0.97,0.45,6,0
46,0.67,0.94,5,0.96,0.93,6,5
141,0.23,0.47,6,0.13,0.51,0,7
32,0.89,0.93,5,0.47,0.88,6,4
93,0.98,0.02,1,0.27,0.29,4,0
129,0.79,0.46,1,0.49,0.91,0,1
264,0.51,0.31,5,0.05,0.67,8,1
101,0.98,0.59,0,0.96,0.09,7,1
150,0.79,0.3,5,0.67,0.25,8,1
209,0.52,0.65,6,0.71,1.0,2,7
222,0.89,0.94,3,0.85,0.35,4,1
154,0.21,0.38,0,0.44,0.62,3,1
90,0.92,0.41,0,0.27,0.94,2,1
178,0.54,0.86,3,0.29,0.31,3,1
146,0.63,0.39,3,0.16,0.13,5,1
137,0.86,0.16,6,0.74,0.39,0,0
63,0.08,0.32,3,0.07,0.97,0,1
147,0.79,0.05,1,0.81,0.41,3,0
218,0.45,0.33,0,0.88,0.3,3,1
98,0.09,0.11,5,0.57,0.2,6,1
269,0.35,0.59,3,0.64,0.34,4,1
175,0.56,0.46,0,0.83,0.16,1,1
21,0.83,0.76,6,0.4,0.18,2,0
102,0.4,0.25,0,0.55,0.26,7,0
37,0.26,0.57,1,0.11,0.39,3,4
182,0.18,0.96,3,0.57,0.62,6,1
60,0.87,0.13,0,0.01,0.06,1,3
181,0.43,0.51,6,0.83,0.85,0,7
208,0.92,0.99,1,0.3,0.29,1,1
125,0.97,0.15,0,0.91,0.11,2,0
66,0.77,0.57,3,0.35,0.84,2,1
98,0.12,0.56,0,0.97,0.83,4,1
22,0.63,0.24,5,0.09,0.3,2,6
58,0.49,0.11,5,0.78,0.51,0,6
50,1.0,0.46,0,0.16,0.13,8,4
163,0.68,0.22,3,0.93,0.88,2,0
37,0.78,0.36,5,0.91,0.14,4,5
34,0.29,0.07,0,0.77,0.13,7,3
124,0.25,0.52,1,0.97,0.34,4,1
194,0.28,0.13,0,0.92,0.08,3,0
88,0.36,0.44,1,0.46,0.01,7,1
181,0.13,0.14,6,0.26,0.3,3,0
106,0.3,0.46,5,0.3,0.14,5,6
75,0.8,0.88,0,0.84,0.69,3,1
182,0.33,0.08,3,0.83,0.27,6,1
121,0.67,0.11,3,0.58,0.22,7,0
154,0.86,0.65,6,0.99,0.33,0,7
35,0.26,0.12,1,0.67,0.44,7,3
70,0.87,0.82,1,0.75,0.16,2,1
110,0.95,0.3,3,0.93,0.06,0,0
154,0.21,0.51,1,0.59,0.19,1,1
231,0.4,0.66,5,0.44,0.06,1,6
256,0.18,0.29,5,0.96,0.88,3,6
47,0.13,0.18,0,0.58,0.4,4,3
38,0.83,0.43,3,0.24,0.1,8,4
87,0.22,0.9,1,0.92,0.94,4,1
63,0.25,0.36,5,0.09,0.96,1,6
191,0.58,0.78,1,0.93,0.05,2,1
36,0.74,0.0,3,0.5,0.52,0,3
120,0.37,0.36,6,0.41,0.53,7,0
96,0.7,0.47,6,0.18,0.24,5,0
56,0.74,0.86,1,0.53,0.24,2,5
193,0.1,0.55,0,0.58,0.91,1,1
15,0.72,0.21,3,0.1,0.56,3,0
92,0.05,0.61,3,0.37,0.54,8,1
253,0.4,0.19,3,0.84,0.08,6,1
216,0.86,0.18,1,0.76,0.17,5,0
112,0.26,0.95,1,0.28,0.79,4,1
170,0.18,0.13,6,0.49,0.66,3,0
45,0.81,0.74,1,0.11,0.28,6,4
168,0.85,0.19,3,0.26,0.2,7,0
191,0.89,0.33,6,0.91,0.17,2,0
35,0.56,0.26,1,0.75,0.57,1,3
61,0.37,0.57,0,0.96,0.55,7,1
239,0.24,0.23,6,0.04,0.56,3,0
224,0.24,0.35,1,0.4,0.15,5,1
67,0.9,0.73,5,0.76,0.32,5,6
151,0.86,0.98,0,0.57,0.45,7,1
63,0.89,0.65,3,0.73,0.52,3,1
32,0.26,0.7,0,0.17,0.55,2,4
249,0.36,0.7,1,0.11,0.59,6,1
129,0.66,0.35,3,0.07,0.71,6,1
48,0.67,0.05,5,0.48,0.64,0,5
111,0.8,0.56,5,0.43,0.81,8,1
19,0.69,0.15,0,0.31,0.97,6,4
134,0.81,0.65,5,0.19,0.91,0,6
168,0.46,0.59,5,0.36,0.46,0,6
63,0.12,0.45,3,0.96,0.31,5,1
53,0.71,0.82,5,0.89,0.07,0,5
103,0.78,0.93,0,0.65,0.66,4,1
165,0.36,0.16,6,0.02,0.79,5,0
33,0.76,0.34,0,0.8,0.25,8,4
121,0.02,0.18,6,0.98,0.66,6,0
108,0.16,0.14,1,0.49,0.05,7,0
210,0.05,0.46,3,0.28,0.3,4,1
85,0.46,0.57,0,0.42,0.51,1,1
46,0.92,0.52,5,0.41,0.43,8,4
124,0.31,0.05,0,0.27,0.35,3,0
115,0.16,0.66,3,0.56,0.99,6,1
64,0.74,0.67,1,0.98,0.05,2,1
87,0.82,0.44,0,0.8,0.43,7,1
158,0.85,0.84,1,0.62,0.36,1,1
56,0.28,0.61,6,0.15,0.2,1,0
174,0.87,0.71,3,0.13,0.98,4,1
102,0.77,0.08,3,0.08,0.99,2,0
49,0.24,0.56,3,0.2,0.24,6,4
196,0.94,0.45,5,0.77,0.74,5,6
50,0.95,0.95,6,0.44,0.64,0,7
218,0.57,0.29,5,0.15,0.21,3,6
178,0.34,0.22,0,0.31,0.07,1,0
140,0.52,0.48,5,0.41,0.36,7,6
226,0.2,0.49,5,0.51,0.32,6,1
98,0.91,0.83,5,0.1,0.93,8,1
108,0.22,0.56,6,0.69,0.75,6,7
35,0.19,0.03,1,0.84,0.68,8,4
99,0.94,0.28,0,0.01,0.61,1,0
229,0.42,0.65,6,0.42,0.14,1,0
35,0.68,0.82,1,0.23,0.23,3,4
157,0.93,0.76,6,0.55,0.23,2,0
66,0.46,0.7,1,0.7,0.11,6,1
95,0.24,0.65,1,0.28,0.88,5,1
58,0.64,0.15,1,0.13,0.4,7,3
38,0.65,0.59,1,0.56,0.03,3,4
62,0.12,0.01,3,0.65,0.82,1,0
65,0.16,0.2,0,0.35,0.17,5,0
103,0.92,0.35,3,0.15,0.7,6,1
165,0.32,0.45,3,0.84,0.72,7,1
39,0.83,0.35,3,0.33,0.52,3,0
30,0.71,0.85,1,1.0,0.16,4,3
73,0.38,0.45,6,0.85,0.49,8,7
36,0.12,0.79,3,0.27,0.96,1,4
30,0.49,0.68,3,0.52,0.21,0,4
172,0.17,0.97,5,0.34,0.75,1,6
36,0.23,0.13,0,0.44,0.39,0,3
263,0.17,0.85,6,0.16,0.61,6,7
50,0.13,0.7,0,0.31,0.1,5,2
102,0.29,0.85,0,0.24,0.28,6,1
90,0.34,0.95,5,0.2,0.37,3,6
6,0.84,0.36,3,0.55,0.14,6,4
49,0.39,0.6,6,0.61,0.45,1,7
24,0.92,0.4,1,0.86,0.67,4,3
191,0.54,0.54,3,0.52,0.85,3,1
116,0.59,0.35,1,0.04,0.25,4,1
117,0.91,0.54,6,0.74,0.74,4,7
194,0.3,0.73,5,0.8,0.31,1,6
142,0.01,0.09,5,0.42,0.34,6,1
91,0.64,0.55,1,0.94,0.5,8,1
139,0.55,0.1,1,0.13,0.53,3,0
60,0.98,0.16,3,0.68,0.66,4,3
189,0.22,0.14,3,0.43,0.24,7,0
207,0.18,0.75,5,0.32,0.67,2,6
265,0.64,0.65,0,0.78,0.7,5,1
50,0.11,0.29,1,0.25,0.55,1,3
165,0.7,0.95,5,0.57,0.5,0,6
139,0.93,0.19,5,0.68,0.21,5,6
66,0.91,0.87,3,0.67,0.04,3,1
124,0.36,0.33,3,0.86,0.26,7,1
76,0.99,0.67,5,0.83,0.49,0,6
131,0.28,0.88,6,0.85,0.93,2,7
59,0.03,0.66,1,0.48,0.72,8,4
186,0.61,0.77,5,0.04,0.46,7,6
61,0.34,0.24,0,0.11,0.88,2,0
67,0.47,0.33,5,0.76,0.88,6,1
177,0.26,0.44,0,0.43,0.78,3,1
121,0.04,0.84,3,0.22,0.5,6,1
272,0.59,0.07,6,0.12,0.29,3,0
73,0.27,0.9,3,0.95,0.5,5,1
35,0.37,0.1,5,0.67,0.61,6,4
93,0.25,0.87,1,0.13,0.32,0,1
5,0.18,0.56,0,0.23,0.69,7,4
36,0.67,0.18,5,0.22,0.64,0,6
134,0.12,0.9,3,0.21,0.71,3,1
63,0.02,0.11,0,0.21,0.48,0,0
171,0.17,0.9,3,0.54,0.62,5,1
244,0.44,0.26,3,0.61,0.83,0,0
125,0.77,0.01,6,0.23,0.17,0,0
154,0.88,0.74,5,0.35,0.39,3,6
28,0.79,0.57,3,0.6,0.26,8,5
84,0.79,0.34,3,0.29,0.65,3,1
145,0.93,0.02,3,0.51,0.98,1,0
134,0.41,0.6,0,0.41,0.98,3,1
18,0.28,0.68,6,0.2,0.5,1,7
153,0.26,0.97,0,0.25,0.88,6,1
77,0.63,0.32,3,0.99,0.82,3,1
254,0.05,0.15,3,0.25,0.78,4,0
96,0.13,0.41,1,0.31,0.67,3,1
91,0.23,0.09,0,0.6,0.5,6,1
222,0.59,0.48,3,0.82,0.06,8,1
95,0.55,0.05,6,0.29,0.69,8,0
19,0.56,0.99,3,0.62,0.41,3,4
30,0.66,0.22,6,0.07,0.13,8,0
172,0.52,0.02,6,0.26,0.44,0,0
46,0.11,0.26,0,0.76,0.32,3,0
95,0.61,0.12,1,0.26,0.87,6,1
95,0.27,0.27,1,0.08,0.71,0,0
44,0.17,0.01,0,0.12,0.41,0,3
118,0.96,0.52,3,0.69,0.17,1,1
136,0.95,0.1,3,0.62,0.25,6,1
52,0.26,0.04,3,0.24,0.17,3,0
92,0.55,0.69,3,0.9,0.07,1,1
88,0.53,0.4,0,0.38,1.0,6,1
99,0.43,0.23,5,0.28,0.99,5,6
136,0.41,0.33,0,0.7,0.97,3,1
27,0.56,0.6,5,0.73,0.43,5,6
74,0.92,0.29,5,0.59,0.86,4,6
64,0.06,0.43,5,0.68,0.27,0,5
188,0.53,0.16,5,0.23,0.14,7,6
212,0.18,0.04,5,0.62,0.67,2,6
135,0.78,0.64,3,0.87,0.91,8,1
115,0.9,0.7,1,0.57,0.47,0,1
151,0.13,0.85,0,0.48,0.85,3,1
130,0.15,0.85,5,0.7,0.32,3,6
74,0.31,0.72,1,0.11,0.11,1,1
110,0.94,0.0,1,0.09,0.88,4,0
13,0.93,0.78,0,0.3,0.64,0,5
109,0.25,0.81,0,0.91,0.04,5,1
219,0.92,0.06,5,0.6,0.81,7,6
45,0.32,0.26,5,0.34,0.32,4,6
144,0.89,0.26,6,0.1,0.18,6,0
167,0.95,0.5,6,0.76,0.09,3,0
232,0.8,0.58,0,0.88,0.27,1,1
85,0.89,0.18,3,0.5,0.43,1,0
246,0.83,0.74,3,0.61,0.79,7,1
58,0.43,0.54,3,0.03,0.4,3,4
49,0.36,0.95,6,0.5,0.93,3,7
76,0.33,1.0,1,0.25,0.77,1,1
17,0.2,0.82,3,0.92,0.05,3,4
137,0.59,0.53,5,0.21,0.9,7,6
133,0.87,0.04,6,0.38,0.46,2,0
234,0.84,0.1,3,0.94,0.6,8,1
40,0.17,0.98,0,0.49,0.66,1,5
275,0.11,0.09,6,0.51,0.94,4,0
24,0.38,0.2,0,0.46,0.81,6,4
110,0.03,0.07,5,0.29,0.73,2,6
159,0.83,0.75,3,0.37,0.37,8,1
283,0.98,0.89,3,0.54,0.72,4,1
93,0.8,0.38,5,0.42,0.5,0,6
58,0.95,0.22,5,0.62,0.21,6,4
83,0.05,0.41,6,0.04,0.98,6,7
255,0.57,0.92,0,0.76,0.55,6,1
227,0.28,0.41,6,0.3,0.26,4,0
141,0.1,0.4,0,0.15,1.0,8,1
248,0.62,0.41,5,0.33,0.3,6,1
192,0.58,0.41,6,0.58,0.26,2,0
59,0.11,0.85,3,0.48,0.31,1,5
101,0.89,0.26,6,0.95,0.98,2,0
29,0.7,0.83,3,0.3,0.99,6,4
94,0.28,0.15,1,0.5,0.29,8,1
100,0.51,0.75,3,0.31,0.17,5,1
120,0.92,0.03,3,0.01,0.26,7,0
38,0.2,0.61,5,0.64,0.61,6,5
46,0.36,0.59,1,0.25,0.33,4,3
41,0.49,0.02,0,0.55,0.18,8,4
131,0.34,0.6,3,0.96,0.0,3,1
190,0.74,0.01,6,0.71,0.99,1,0
98,0.25,0.79,6,0.76,0.39,1,7
211,0.31,0.32,3,0.92,0.16,8,1
109,0.95,0.07,5,0.62,0.66,1,6
95,0.38,0.91,5,0.17,0.58,2,6
149,0.1,0.15,1,0.71,0.37,8,1
177,0.21,0.65,3,0.24,0.37,1,1
77,0.09,0.23,3,0.54,0.42,0,0
189,0.85,0.16,3,0.99,0.9,2,0
44,0.08,0.62,5,0.53,0.55,8,5
49,0.49,0.67,0,0.65,0.29,5,2
40,0.58,0.84,5,0.53,0.87,2,6
126,0.7,0.26,3,0.03,0.02,6,1
53,0.77,0.57,1,0.41,0.38,1,4
185,0.68,0.89,5,0.22,0.86,0,6
66,0.68,0.3,6,0.51,0.64,1,0
170,0.33,0.39,1,0.02,0.02,8,1
211,0.57,0.51,1,0.84,0.43,5,1
225,0.28,0.88,5,0.52,0.12,6,1
20,0.37,0.94,0,0.88,0.37,4,3
112,0.18,0.56,5,0.24,0.56,3,6
14,0.76,0.39,6,0.74,0.09,7,0
125,0.9,0.94,1,0.73,0.58,1,1
44,0.05,0.77,6,0.61,0.51,7,7
50,0.09,0.96,5,0.22,0.19,8,5
141,0.85,0.21,5,0.91,0.39,3,6
49,0.14,1.0,3,0.56,0.7,0,4
140,0.51,0.95,3,0.78,0.84,5,1
53,0.65,0.9,1,0.15,0.23,2,5
115,0.83,0.28,1,0.01,0.18,8,1
203,0.2,0.43,5,0.8,0.54,2,6
13,0.24,0.46,6,0.6,0.28,2,0
146,0.69,0.71,0,0.95,0.37,2,1
135,0.67,0.4,0,0.75,0.41,3,1
188,0.98,0.14,1,0.88,0.31,2,0
240,0.98,0.96,3,0.88,0.16,0,1
103,0.5,0.26,0,0.9,0.09,7,0
66,0.24,0.44,5,0.06,0.33,3,6
57,0.89,0.16,5,0.58,0.52,7,5
4,0.84,0.31,3,0.43,0.96,8,4
152,0.47,0.93,1,0.7,0.46,2,1
102,0.19,1.0,3,0.52,0.54,2,1
83,0.57,0.65,3,0.46,0.68,5,1
68,0.89,0.26,3,0.43,0.34,4,0
38,0.93,0.95,0,1.0,0.5,7,4
125,0.56,0.7,3,0.42,0.03,6,1
106,0.32,0.36,5,0.21,0.79,1,6
39,0.58,0.39,5,0.11,0.7,2,6
140,0.31,0.38,0,0.94,0.64,6,1
149,0.95,0.07,3,0.63,0.36,5,0
98,0.1,0.49,5,0.43,0.47,1,6
171,0.46,0.89,1,0.9,0.95,1,1
121,0.3,0.91,5,0.19,0.36,2,6
36,0.29,0.65,6,0.17,0.32,6,7
179,0.16,0.75,5,0.3,0.82,3,6
73,0.64,0.12,1,0.11,0.17,2,0
198,0.13,0.61,6,0.66,0.25,7,0
90,0.48,0.71,3,0.39,0.48,8,1
167,0.2,0.33,0,0.87,0.24,1,1
94,0.63,0.85,1,0.17,0.38,6,1
46,0.77,0.18,6,0.66,0.63,7,0
46,0.05,0.07,0,0.52,0.88,5,3
38,0.45,0.76,5,0.15,0.11,7,6
62,0.82,0.65,5,0.48,0.1,3,6
135,0.93,0.46,1,0.62,0.0,5,1
33,0.45,0.12,1,0.35,0.99,0,3
45,0.49,0.08,3,0.2,0.3,6,4
260,0.01,0.69,5,0.81,0.61,5,6
151,0.52,0.5,1,0.59,0.79,4,1
174,0.36,0.6,1,0.97,0.91,0,1
123,0.49,0.46,6,0.89,0.56,7,7
47,0.74,0.96,1,0.74,0.53,4,3
84,0.23,0.66,1,0.02,0.95,7,1
113,0.44,0.1,6,0.45,0.33,1,0
48,0.69,0.5,5,0.03,0.93,5,5
136,0.55,0.14,3,0.49,0.09,1,0
74,0.02,0.3,5,0.52,0.64,6,1
169,0.68,0.04,3,0.7,0.25,7,0
133,0.18,0.55,5,0.05,0.49,0,6
16,0.61,0.07,5,0.61,0.46,0,5
88,0.28,0.81,1,0.96,0.65,5,1
22,0.13,0.45,1,0.84,0.89,6,4
86,0.67,0.37,3,0.31,0.34,0,1
87,0.68,0.16,3,0.89,0.47,6,1
180,0.54,0.03,5,0.93,0.46,1,6
15,0.18,0.78,0,0.25,0.54,6,4
172,0.02,0.89,3,0.62,0.72,2,1
130,0.17,0.44,5,0.78,0.13,5,6
39,0.89,0.05,0,0.24,0.69,3,0
249,0.11,0.8,1,0.61,0.31,3,1
192,0.29,0.39,6,0.92,0.01,1,0
61,0.27,0.45,3,0.45,0.35,0,1
58,0.54,0.11,1,0.41,0.34,8,4
251,0.96,0.67,1,0.61,0.18,2,1
11,0.2,0.4,6,0.99,0.85,6,7
59,0.9,0.85,1,0.8,0.86,8,5
187,0.12,0.72,6,0.48,0.92,0,7
221,0.46,0.3,1,0.51,0.08,6,1
26,0.04,0.3,1,0.07,0.44,5,2
32,0.17,0.82,6,0.91,0.13,4,0
65,0.49,0.02,0,0.58,0.87,4,0
66,0.85,0.51,6,0.15,0.09,3,0
227,0.53,0.3,0,0.38,0.65,6,1
77,0.3,0.42,1,0.49,0.85,0,1
103,0.75,0.78,1,0.7,0.99,8,1
65,0.83,0.87,3,0.24,0.57,1,1
111,0.14,0.03,3,0.68,0.03,4,0
37,0.86,0.77,5,0.52,0.26,1,5
58,0.58,0.18,0,0.44,0.73,7,3
142,0.01,0.21,6,0.18,0.45,2,0
86,0.92,0.29,3,0.43,0.67,7,0
54,0.84,0.5,1,1.0,0.42,5,2
48,0.21,0.96,3,0.79,0.94,1,4
